rank,model_id,model_name,avg_agentic_coding_score,benchmark_coverage,swe_bench_verified_pct,livecodebench_pct,swerebench_pct,arena_elo_coding,arena_elo
1992,llamagate-codellama-7b,llamagate-codellama-7b,,0,,,,,
1993,llamagate-deepseek-coder-6-7b,llamagate-deepseek-coder-6-7b,,0,,,,,
1994,llamagate-deepseek-r1-7b-qwen,llamagate-deepseek-r1-7b-qwen,,0,,,,,
1995,llamagate-deepseek-r1-8b,llamagate-deepseek-r1-8b,,0,,,,,
1996,llamagate-dolphin3-8b,llamagate-dolphin3-8b,,0,,,,,
1997,llamagate-gemma3-4b,llamagate-gemma3-4b,,0,,,,,
1998,llamagate-llama-3-1-8b,llamagate-llama-3-1-8b,,0,,,,,
1999,llamagate-llama-3-2-3b,llamagate-llama-3-2-3b,,0,,,,,
2000,llamagate-llava-7b,llamagate-llava-7b,,0,,,,,
2001,llamagate-mistral-7b-v0-3,llamagate-mistral-7b-v0-3,,0,,,,,
2002,llamagate-nomic-embed-text,llamagate-nomic-embed-text,,0,,,,,
2003,llamagate-openthinker-7b,llamagate-openthinker-7b,,0,,,,,
2004,llamagate-qwen2-5-coder-7b,llamagate-qwen2-5-coder-7b,,0,,,,,
2005,llamagate-qwen3-8b,llamagate-qwen3-8b,,0,,,,,
2006,llamagate-qwen3-embedding-8b,llamagate-qwen3-embedding-8b,,0,,,,,
2007,llamagate-qwen3-vl-8b,llamagate-qwen3-vl-8b,,0,,,,,
2008,llm360-2-k2-think,K2-Think,,0,,,,,
2009,low-1024-x-1024-gpt-image-1,low-1024-x-1024-gpt-image-1,,0,,,,,
2010,low-1024-x-1024-gpt-image-1-5,low-1024-x-1024-gpt-image-1-5,,0,,,,,
2011,low-1024-x-1024-gpt-image-1-5-2025-12-16,low-1024-x-1024-gpt-image-1-5-2025-12-16,,0,,,,,
2012,low-1024-x-1024-gpt-image-1-mini,low-1024-x-1024-gpt-image-1-mini,,0,,,,,
2013,low-1024-x-1536-gpt-image-1,low-1024-x-1536-gpt-image-1,,0,,,,,
2014,low-1024-x-1536-gpt-image-1-5,low-1024-x-1536-gpt-image-1-5,,0,,,,,
2015,low-1024-x-1536-gpt-image-1-5-2025-12-16,low-1024-x-1536-gpt-image-1-5-2025-12-16,,0,,,,,
2016,low-1024-x-1536-gpt-image-1-mini,low-1024-x-1536-gpt-image-1-mini,,0,,,,,
2017,low-1536-x-1024-gpt-image-1,low-1536-x-1024-gpt-image-1,,0,,,,,
2018,low-1536-x-1024-gpt-image-1-5,low-1536-x-1024-gpt-image-1-5,,0,,,,,
2019,low-1536-x-1024-gpt-image-1-5-2025-12-16,low-1536-x-1024-gpt-image-1-5-2025-12-16,,0,,,,,
2020,low-1536-x-1024-gpt-image-1-mini,low-1536-x-1024-gpt-image-1-mini,,0,,,,,
2021,lucidnova-rf1-100b,LucidNova RF1 100B,,0,,,,,
2022,lucidquery-nexus-coder,LucidQuery Nexus Coder,,0,,,,,
2023,lumalabs-ray2,Ray2,,0,,,,,
2024,luminous-base,luminous-base,,0,,,,,
2025,luminous-base-control,luminous-base-control,,0,,,,,
2026,luminous-extended,luminous-extended,,0,,,,,
2027,luminous-extended-control,luminous-extended-control,,0,,,,,
2028,luminous-supreme,luminous-supreme,,0,,,,,
2029,luminous-supreme-control,luminous-supreme-control,,0,,,,,
2030,lyria,Lyria,,0,,,,,
2031,magistral-medium-latest,Magistral Medium (latest),,0,,,,,
2032,magistral-small,Magistral Small,,0,,,,,
2033,magistral-small-2506,Magistral Small 2506,,0,,,,,
2034,mai-ds-r1,MAI-DS-R1,,0,,,,,
2035,mamba-codestral-7b-v0-1,Mamba Codestral 7b V0.1,,1,,,,,
2036,mancer-weaver,Mancer: Weaver (alpha),,0,,,,,
2037,marinaraspaghetti-2-nemomix-unleashed-12b,NemoMix 12B Unleashed,,0,,,,,
2038,max-x-max-50-steps-stability-stable-diffusion-xl-v0,max-x-max-50-steps-stability-stable-diffusion-xl-v0,,0,,,,,
2039,max-x-max-max-steps-stability-stable-diffusion-xl-v0,max-x-max-max-steps-stability-stable-diffusion-xl-v0,,0,,,,,
2040,medium-1024-x-1024-gpt-image-1,medium-1024-x-1024-gpt-image-1,,0,,,,,
2041,medium-1024-x-1024-gpt-image-1-5,medium-1024-x-1024-gpt-image-1-5,,0,,,,,
2042,medium-1024-x-1024-gpt-image-1-5-2025-12-16,medium-1024-x-1024-gpt-image-1-5-2025-12-16,,0,,,,,
2043,medium-1024-x-1024-gpt-image-1-mini,medium-1024-x-1024-gpt-image-1-mini,,0,,,,,
2044,medium-1024-x-1536-gpt-image-1,medium-1024-x-1536-gpt-image-1,,0,,,,,
2045,medium-1024-x-1536-gpt-image-1-5,medium-1024-x-1536-gpt-image-1-5,,0,,,,,
2046,medium-1024-x-1536-gpt-image-1-5-2025-12-16,medium-1024-x-1536-gpt-image-1-5-2025-12-16,,0,,,,,
2047,medium-1024-x-1536-gpt-image-1-mini,medium-1024-x-1536-gpt-image-1-mini,,0,,,,,
2048,medium-1536-x-1024-gpt-image-1,medium-1536-x-1024-gpt-image-1,,0,,,,,
2049,medium-1536-x-1024-gpt-image-1-5,medium-1536-x-1024-gpt-image-1-5,,0,,,,,
2050,medium-1536-x-1024-gpt-image-1-5-2025-12-16,medium-1536-x-1024-gpt-image-1-5-2025-12-16,,0,,,,,
2051,medium-1536-x-1024-gpt-image-1-mini,medium-1536-x-1024-gpt-image-1-mini,,0,,,,,
2052,medlm-large,medlm-large,,0,,,,,
2053,medlm-medium,medlm-medium,,0,,,,,
2054,meganova-ai-manta-flash-1-0,Manta Flash 1.0,,0,,,,,
2055,meganova-ai-manta-mini-1-0,Manta Mini 1.0,,0,,,,,
2056,meganova-ai-manta-pro-1-0,Manta Pro 1.0,,0,,,,,
2057,meituan-longcat-flash-chat,Meituan: LongCat Flash Chat,,0,,,,,
2058,meituan-longcat-flash-lite,Meituan/Longcat-Flash-Lite,,0,,,,,
2059,meituan-longcat-flash-thinking,LongCat Flash Thinking,,0,,,,,
2060,meituan-longcat-longcat-flash-chat-fp8,LongCat Flash,,1,,,,1463.0,1420.0
2061,mercury,Mercury,,0,,,,,
2062,mercury-2,Mercury 2,,0,,,,,
2063,mercury-coder,Mercury Coder,,0,,,,,
2064,mercury-coder-small,Mercury Coder Small,,0,,,,,
2065,mercury-edit,Mercury Edit,,0,,,,,
2066,meta-codellama-70b,Codellama 70b,,0,,,,,
2067,meta-llama-2-13b,meta-llama-2-13b,,0,,,,,
2068,meta-llama-2-13b-chat,meta-llama-2-13b-chat,,0,,,,,
2069,meta-llama-2-70b,meta-llama-2-70b,,0,,,,,
2070,meta-llama-2-70b-chat,meta-llama-2-70b-chat,,0,,,,,
2071,meta-llama-2-7b,meta-llama-2-7b,,0,,,,,
2072,meta-llama-2-7b-chat,meta-llama-2-7b-chat,,0,,,,,
2073,meta-llama-3-1-405b-instruct,Llama 3.1 405b Instruct,,0,,,,,
2074,meta-llama-3-1-70b,Llama 3.1 70B Instruct,,1,,,,,
2075,meta-llama-3-1-70b-instruct,Llama 3.1 70b Instruct,,0,,,,,
2076,meta-llama-3-1-8b,Llama 3.1 8B Instruct,,0,,,,,
2077,meta-llama-3-1-8b-instruct,Llama 3.1 8B Instruct,,0,,,,,
2078,meta-llama-3-1-8b-instruct-fp8,Llama 3.1 8B (decentralized),,0,,,,,
2079,meta-llama-3-2-11b,Llama 3.2 11B Vision Instruct,,0,,,,,
2080,meta-llama-3-2-11b-vision-instruct,Llama 3.2 11b Vision Instruct,,0,,,,,
2081,meta-llama-3-2-1b,Llama 3.2 1B Instruct,,0,,,,,
2082,meta-llama-3-2-1b-instruct,Llama 3.2 1b Instruct,,0,,,,,
2083,meta-llama-3-2-3b,Llama 3.2 3B Instruct,,0,,,,,
2084,meta-llama-3-2-3b-instruct,Llama 3.2 3B Instruct,,0,,,,,
2085,meta-llama-3-2-90b,Llama 3.2 90B Vision Instruct,,0,,,,,
2086,meta-llama-3-2-90b-vision-instruct,Llama-3.2-90B-Vision-Instruct,,0,,,,,
2087,meta-llama-3-3-70b,Llama-3.3-70B-Instruct,,0,,,,,
2088,meta-llama-3-3-70b-instruct,Llama 3.3 70b Instruct,,0,,,,,
2089,meta-llama-3-3-70b-instruct-maas,Llama 3.3 70B Instruct,,0,,,,,
2090,meta-llama-3-70b,meta-llama-3-70b,,0,,,,,
2091,meta-llama-3-70b-instruct,Meta-Llama-3-70B-Instruct,,1,,,,,
2092,meta-llama-3-8b,meta-llama-3-8b,,0,,,,,
2093,meta-llama-3-8b-instruct,Meta-Llama-3-8B-Instruct,,1,,,,,
2094,meta-llama-4-maverick,Llama-4-Maverick-17B-128E-Instruct-FP8,,0,,,,,
2095,meta-llama-4-maverick-17b-128e-instruct,Llama 4 Maverick 17b 128e Instruct,,0,,,,,
2096,meta-llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick 17B 128E Instruct FP8,,0,,,,,
2097,meta-llama-4-maverick-17b-128e-instruct-maas,Llama 4 Maverick 17B 128E Instruct,,0,,,,,
2098,meta-llama-4-scout,Llama-4-Scout-17B-16E-Instruct-FP8,,0,,,,,
2099,meta-llama-4-scout-17b-16e-instruct,Llama 4 Scout 17b 16e Instruct,,0,,,,,
2100,meta-llama-llama-3-1-405b,Meta: Llama 3.1 405B (base),,0,,,,,
2101,meta-llama-llama-3-1-405b-instruct,Meta: Llama 3.1 405B Instruct,,0,,,,,
2102,meta-llama-llama-3-1-70b-instruct,Meta: Llama 3.1 70B Instruct,,0,,,,,
2103,meta-llama-llama-3-1-8b-instruct,Meta: Llama 3.1 8B Instruct,,0,,,,,
2104,meta-llama-llama-3-2-11b-vision-instruct,Meta: Llama 3.2 11B Vision Instruct,,0,,,,,
2105,meta-llama-llama-3-2-1b-instruct,Meta: Llama 3.2 1B Instruct,,0,,,,,
2106,meta-llama-llama-3-2-3b-instruct,Meta: Llama 3.2 3B Instruct (free),,0,,,,,
2107,meta-llama-llama-3-2-90b-vision-instruct,Llama 3.2 90B Vision Instruct,,0,,,,,
2108,meta-llama-llama-3-3-70b-instruct,Meta: Llama 3.3 70B Instruct (free),,0,,,,,
2109,meta-llama-llama-3-3-70b-instruct-fast,Llama-3.3-70B-Instruct (Fast),,0,,,,,
2110,meta-llama-llama-3-3-70b-instruct-turbo,Llama 3.3 70B,,0,,,,,
2111,meta-llama-llama-3-3-8b-instruct,meta-llama-llama-3-3-8b-instruct,,0,,,,,
2112,meta-llama-llama-3-70b-instruct,Meta: Llama 3 70B Instruct,,0,,,,,
2113,meta-llama-llama-3-8b-instruct,Meta: Llama 3 8B Instruct,,0,,,,,
2114,meta-llama-llama-4-maverick,Meta: Llama 4 Maverick,,0,,,,,
2115,meta-llama-llama-4-maverick-17b-128e-instruct,Llama 4 Maverick 17B,,0,,,,,
2116,meta-llama-llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick 17B 128E Instruct,,0,,,,,
2117,meta-llama-llama-4-scout,Meta: Llama 4 Scout,,0,,,,,
2118,meta-llama-llama-4-scout-17b-16e-instruct-fp8,meta-llama-llama-4-scout-17b-16e-instruct-fp8,,0,,,,,
2119,meta-llama-llama-guard-3-8b,Llama Guard 3 8B,,0,,,,,
2120,meta-llama-llama-guard-4-12b,Meta: Llama Guard 4 12B,,0,,,,,
2121,meta-llama-meta-llama-3-1-405b-instruct-turbo,Llama 3.1 405B Instruct Turbo,,1,,,,,
2122,meta-llama-meta-llama-3-1-70b-instruct,meta-llama-meta-llama-3-1-70b-instruct,,0,,,,,
2123,meta-llama-meta-llama-3-1-70b-instruct-turbo,meta-llama-meta-llama-3-1-70b-instruct-turbo,,0,,,,,
2124,meta-llama-meta-llama-3-1-8b-instruct,Meta-Llama-3.1-8B-Instruct,,0,,,,,
2125,meta-llama-meta-llama-3-1-8b-instruct-fast,Meta-Llama-3.1-8B-Instruct (Fast),,0,,,,,
2126,meta-llama-meta-llama-3-1-8b-instruct-turbo,meta-llama-meta-llama-3-1-8b-instruct-turbo,,0,,,,,
2127,meta-llama-meta-llama-3-8b-instruct,meta-llama-meta-llama-3-8b-instruct,,0,,,,,
2128,meta-llama2-13b-chat-v1,meta-llama2-13b-chat-v1,,0,,,,,
2129,meta-llama2-70b-chat-v1,meta-llama2-70b-chat-v1,,0,,,,,
2130,meta-llama3-1-405b-instruct-v1,meta-llama3-1-405b-instruct-v1,,0,,,,,
2131,meta-llama3-1-70b-instruct-v1,Llama 3.1 70B Instruct,,0,,,,,
2132,meta-llama3-1-8b-instruct-v1,Llama 3.1 8B Instruct,,0,,,,,
2133,meta-llama3-2-1b-instruct-v1,Llama 3.2 1B Instruct,,0,,,,,
2134,meta-llama3-2-3b-instruct-v1,Llama 3.2 3B Instruct,,0,,,,,
2135,meta-llama3-2-90b-instruct-v1,Llama 3.2 90B Instruct,,0,,,,,
2136,meta-llama3-3-70b-instruct-v1,Llama 3.3 70B Instruct,,0,,,,,
2137,meta-llama3-70b-instruct,Llama3 70b Instruct,,0,,,,,
2138,meta-llama3-8b-instruct-v1,Llama 3 8B Instruct,,0,,,,,
2139,meta-llama4-scout-17b-instruct-v1,Llama 4 Scout 17B Instruct,,0,,,,,
2140,meta-meta-llama-3-1-405b-instruct,Meta-Llama-3.1-405B-Instruct,,0,,,,,
2141,meta-meta-llama-3-1-70b-instruct,Meta-Llama-3.1-70B-Instruct,,0,,,,,
2142,meta-meta-llama-3-1-8b-instruct,Meta-Llama-3.1-8B-Instruct,,0,,,,,
2143,meta-meta-llama-3-70b-instruct,Meta-Llama-3-70B-Instruct,,0,,,,,
2144,meta-meta-llama-3-8b-instruct,Meta-Llama-3-8B-Instruct,,0,,,,,
2145,microsoft-mai-ds-r1,MAI DS R1 (free),,0,,,,,
2146,microsoft-mai-ds-r1-fp8,Microsoft DeepSeek R1,,0,,,,,
2147,microsoft-phi-3-5-mini-instruct,Phi-3.5-mini instruct (128k),,0,,,,,
2148,microsoft-phi-3-5-moe-instruct,Phi 3.5 Moe Instruct,,0,,,,,
2149,microsoft-phi-3-5-vision-instruct,Phi 3.5 Vision Instruct,,0,,,,,
2150,microsoft-phi-3-medium-128k-instruct,Phi 3 Medium 128k Instruct,,0,,,,,
2151,microsoft-phi-3-medium-4k-instruct,Phi 3 Medium 4k Instruct,,0,,,,,
2152,microsoft-phi-3-mini-128k-instruct,Phi-3-mini instruct (128k),,0,,,,,
2153,microsoft-phi-3-mini-4k-instruct,Phi-3-mini instruct (4k),,0,,,,,
2154,microsoft-phi-3-small-128k-instruct,Phi 3 Small 128k Instruct,,0,,,,,
2155,microsoft-phi-3-small-8k-instruct,Phi 3 Small 8k Instruct,,0,,,,,
2156,microsoft-phi-3-vision-128k-instruct,Phi 3 Vision 128k Instruct,,0,,,,,
2157,microsoft-phi-4,Microsoft: Phi 4,,0,,,,,
2158,microsoft-phi-4-mini-instruct,Phi-4-Mini,,0,,,,,
2159,microsoft-phi-4-mini-reasoning,Phi-4-mini-reasoning,,0,,,,,
2160,microsoft-phi-4-multimodal-instruct,Phi-4 15B,,0,,,,,
2161,microsoft-phi-4-reasoning,Phi-4-Reasoning,,0,,,,,
2162,microsoft-wizardlm-2-8x22b,WizardLM-2 8x22B,,0,,,,,
2163,mimo-v2-flash-free,MiMo V2 Flash Free,,0,,,,,
2164,minimax-m2-1-free,MiniMax M2.1 Free,,0,,,,,
2165,minimax-m2-5-free,MiniMax M2.5 Free,,0,,,,,
2166,minimax-m2-5-highspeed,MiniMax-M2.5-highspeed,,0,,,,,
2167,minimax-m21,MiniMax M2.1,,0,,,,,
2168,minimax-m25,MiniMax M2.5,,0,,,,,
2169,minimax-minimax-01,MiniMax: MiniMax-01,,0,,,,,
2170,minimax-minimax-m1,MiniMax: MiniMax M1,,0,,,,,
2171,minimax-minimax-m2,MiniMax: MiniMax M2,,0,,,,,
2172,minimax-minimax-m2-1,MiniMax: MiniMax M2.1,,0,,,,,
2173,minimax-minimax-m2-1-lightning,MiniMax M2.1 Lightning,,0,,,,,
2174,minimax-minimax-m2-5,MiniMax: MiniMax M2.5,,0,,,,,
2175,minimax-minimax-m2-5-highspeed,Minimax/Minimax-M2.5 Highspeed,,0,,,,,
2176,minimax-minimax-m2-5-lightning,MiniMax M2.5 highspeed,,0,,,,,
2177,minimax-minimax-m2-her,MiniMax: MiniMax M2-her,,0,,,,,
2178,minimax-speech-02-hd,minimax-speech-02-hd,,0,,,,,
2179,minimax-speech-02-turbo,minimax-speech-02-turbo,,0,,,,,
2180,minimax-speech-2-6-hd,minimax-speech-2-6-hd,,0,,,,,
2181,minimax-speech-2-6-turbo,minimax-speech-2-6-turbo,,0,,,,,
2182,minimaxai-2-minimax-m1-80k,MiniMax M1 80K,,0,,,,,
2183,minimaxai-chat-completion-models-minimax-m2-5-high-throughput,MiniMax-M2.5 High Throughput,,0,,,,,
2184,minimaxai-minimax-m1-80k,MiniMax M1,,0,,,,,
2185,minimaxai-minimax-m2,MiniMax M2,,0,,,,,
2186,minimaxai-minimax-m2-1,MiniMax-M2.1,,0,,,,,
2187,minimaxai-minimax-m2-1-tee,MiniMax M2.1 TEE,,0,,,,,
2188,minimaxai-minimax-m2-5,MiniMax-M2.5,,0,,,,,
2189,minimaxai-minimax-m2-5-tee,MiniMax M2.5 TEE,,0,,,,,
2190,ministral-14b-instruct-2512,Ministral 3 14B Instruct 2512,,0,,,,,
2191,ministral-3,ministral-3:8b,,0,,,,,
2192,ministral-3b,Ministral 3B,,0,,,,,
2193,ministral-3b-latest,Ministral 3B (latest),,0,,,,,
2194,ministral-8b-2512,Mistral: Ministral 3 8B 2512,,1,,,,1219.0,1198.0
2195,ministral-8b-latest,Ministral 8B (latest),,0,,,,,
2196,miromind-ai-mirothinker-v1-5-235b,MiroThinker v1.5 235B,,0,,,,,
2197,mistral-31-24b,Venice Medium,,0,,,,,
2198,mistral-7b-instruct,Mistral 7B Instruct (free),,1,,,,,12.57
2199,mistral-7b-instruct-v0-1,Mistral: Mistral 7B Instruct v0.1,,2,,,,1094.0,1097.0
2200,mistral-7b-instruct-v0-3,Mistral-7B-Instruct-v0.3,,1,,,,,
2201,mistral-ai-codestral-2501,Codestral 25.01,,0,,,,,
2202,mistral-ai-ministral-3b,Ministral 3B,,0,,,,,
2203,mistral-ai-mistral-large-2411,Mistral Large 24.11,,0,,,,,
2204,mistral-ai-mistral-medium-2505,Mistral Medium 3 (25.05),,0,,,,,
2205,mistral-ai-mistral-nemo,Mistral Nemo,,0,,,,,
2206,mistral-ai-mistral-small-2503,Mistral Small 3.1,,0,,,,,
2207,mistral-codestral,Codestral (latest),,0,,,,,
2208,mistral-codestral-2405,mistral-codestral-2405,,0,,,,,
2209,mistral-codestral-2508,mistral-codestral-2508,,0,,,,,
2210,mistral-codestral-embed,Codestral Embed,,0,,,,,
2211,mistral-codestral-embed-2505,mistral-codestral-embed-2505,,0,,,,,
2212,mistral-codestral-latest,mistral-codestral-latest,,0,,,,,
2213,mistral-codestral-mamba-latest,mistral-codestral-mamba-latest,,0,,,,,
2214,mistral-devstral-2,Devstral 2,,0,,,,,
2215,mistral-devstral-2-123b,Devstral 2 135B,,0,,,,,
2216,mistral-devstral-2512,mistral-devstral-2512,,0,,,,,
2217,mistral-devstral-latest,mistral-devstral-latest,,0,,,,,
2218,mistral-devstral-medium-2507,mistral-devstral-medium-2507,,0,,,,,
2219,mistral-devstral-medium-latest,mistral-devstral-medium-latest,,0,,,,,
2220,mistral-devstral-small-2,Devstral Small 2,,0,,,,,
2221,mistral-devstral-small-2505,mistral-devstral-small-2505,,0,,,,,
2222,mistral-devstral-small-2507,mistral-devstral-small-2507,,0,,,,,
2223,mistral-devstral-small-latest,mistral-devstral-small-latest,,0,,,,,
2224,mistral-embed,Mistral Embed,,0,,,,,
2225,mistral-labs-devstral-small-2512,mistral-labs-devstral-small-2512,,0,,,,,
2226,mistral-large-2-instruct,Mistral Large 2 Instruct,,0,,,,,
2227,mistral-large-2402,mistral-large-2402,,2,,,,,37.71
2228,mistral-large-2512,Mistral: Mistral Large 3 2512,,0,,,,,
2229,mistral-large-3,mistral-large-3:675b,,1,,,,1450.0,1428.0
2230,mistral-large-3-675b-instruct-2512,Mistral Large 3 675B Instruct 2512,,0,,,,,
2231,mistral-large-instruct-2411,Mistral Large Instruct 2411,,0,,,,,
2232,mistral-large-latest,Mistral Large (latest),,0,,,,,
2233,mistral-magistral-medium,Magistral Medium (latest),,0,,,,,
2234,mistral-magistral-medium-1-2-2509,mistral-magistral-medium-1-2-2509,,0,,,,,
2235,mistral-magistral-medium-2506,mistral-magistral-medium-2506,,0,,,,,
2236,mistral-magistral-medium-2509,mistral-magistral-medium-2509,,0,,,,,
2237,mistral-magistral-medium-latest,mistral-magistral-medium-latest,,0,,,,,
2238,mistral-magistral-small,Magistral Small,,0,,,,,
2239,mistral-magistral-small-1-2-2509,mistral-magistral-small-1-2-2509,,0,,,,,
2240,mistral-magistral-small-2506,mistral-magistral-small-2506,,0,,,,,
2241,mistral-magistral-small-2509,mistral-magistral-small-2509,,0,,,,,
2242,mistral-magistral-small-latest,mistral-magistral-small-latest,,0,,,,,
2243,mistral-medium-2505,Mistral Medium 3,,1,,,,1307.0,1253.0
2244,mistral-medium-2508,Mistral Medium 3.1,,0,,,,,
2245,mistral-medium-latest,Mistral Medium (latest),,0,,,,,
2246,mistral-ministral-14b,Ministral 14B,,0,,,,,
2247,mistral-ministral-3-14b-2512,mistral-ministral-3-14b-2512,,0,,,,,
2248,mistral-ministral-3-14b-instruct,Ministral 14B 3.0,,0,,,,,
2249,mistral-ministral-3-3b-2512,mistral-ministral-3-3b-2512,,0,,,,,
2250,mistral-ministral-3-3b-instruct,mistral-ministral-3-3b-instruct,,0,,,,,
2251,mistral-ministral-3-8b-2512,mistral-ministral-3-8b-2512,,0,,,,,
2252,mistral-ministral-3-8b-instruct,Ministral 3 8B,,0,,,,,
2253,mistral-ministral-3b,Ministral 3B (latest),,0,,,,,
2254,mistral-ministral-8b,Ministral 8B (latest),,0,,,,,
2255,mistral-mistral-7b-instruct-v0,Mistral-7B-Instruct-v0.3,,0,,,,,
2256,mistral-mistral-embed,Mistral Embed,,0,,,,,
2257,mistral-mistral-large-2402,mistral-mistral-large-2402,,0,,,,,
2258,mistral-mistral-large-2402-v1,Mistral Large (24.02),,0,,,,,
2259,mistral-mistral-large-2407,mistral-mistral-large-2407,,0,,,,,
2260,mistral-mistral-large-2407-v1,mistral-mistral-large-2407-v1,,0,,,,,
2261,mistral-mistral-large-2411,mistral-mistral-large-2411,,0,,,,,
2262,mistral-mistral-large-2512,mistral-mistral-large-2512,,0,,,,,
2263,mistral-mistral-large-3,Mistral Large 3,,0,,,,,
2264,mistral-mistral-large-3-675b-instruct,mistral-mistral-large-3-675b-instruct,,0,,,,,
2265,mistral-mistral-large-latest,mistral-mistral-large-latest,,0,,,,,
2266,mistral-mistral-medium,Mistral Medium 3.1,,0,,,,,
2267,mistral-mistral-medium-2312,mistral-mistral-medium-2312,,0,,,,,
2268,mistral-mistral-medium-2505,mistral-mistral-medium-2505,,0,,,,,
2269,mistral-mistral-medium-3-1-2508,mistral-mistral-medium-3-1-2508,,0,,,,,
2270,mistral-mistral-medium-latest,mistral-mistral-medium-latest,,0,,,,,
2271,mistral-mistral-nemo,Mistral Nemo,,0,,,,,
2272,mistral-mistral-nemo-12b-instruct,Mistral Nemo 12B Instruct,,0,,,,,
2273,mistral-mistral-ocr-2505-completion,mistral-mistral-ocr-2505-completion,,0,,,,,
2274,mistral-mistral-ocr-latest,mistral-mistral-ocr-latest,,0,,,,,
2275,mistral-mistral-small,Mistral Small (latest),,0,,,,,
2276,mistral-mistral-small-2402-v1,mistral-mistral-small-2402-v1,,0,,,,,
2277,mistral-mistral-small-3-2-2506,mistral-mistral-small-3-2-2506,,0,,,,,
2278,mistral-mistral-small-latest,mistral-mistral-small-latest,,0,,,,,
2279,mistral-mistral-tiny,mistral-mistral-tiny,,0,,,,,
2280,mistral-mixtral-8x22b-instruct,Mixtral 8x22B,,0,,,,,
2281,mistral-mixtral-8x7b-instruct-v0,Mixtral-8x7B-Instruct-v0.1,,0,,,,,
2282,mistral-nemo,Mistral: Mistral Nemo,,2,,,,,27.37
2283,mistral-nemo-12b-instruct-2407,Mistral Nemo 12B Instruct 2407,,0,,,,,
2284,mistral-nemo-instruct-2407,Mistral Nemo Instruct 2407,,0,,,,,
2285,mistral-open-codestral-mamba,mistral-open-codestral-mamba,,0,,,,,
2286,mistral-open-mistral-7b,mistral-open-mistral-7b,,0,,,,,
2287,mistral-open-mistral-nemo,mistral-open-mistral-nemo,,0,,,,,
2288,mistral-open-mistral-nemo-2407,mistral-open-mistral-nemo-2407,,0,,,,,
2289,mistral-open-mixtral-8x22b,mistral-open-mixtral-8x22b,,0,,,,,
2290,mistral-open-mixtral-8x7b,mistral-open-mixtral-8x7b,,0,,,,,
2291,mistral-pixtral-12b,Pixtral 12B,,0,,,,,
2292,mistral-pixtral-12b-2409,mistral-pixtral-12b-2409,,0,,,,,
2293,mistral-pixtral-large,Pixtral Large (latest),,0,,,,,
2294,mistral-pixtral-large-2411,mistral-pixtral-large-2411,,0,,,,,
2295,mistral-pixtral-large-latest,mistral-pixtral-large-latest,,0,,,,,
2296,mistral-saba,Mistral: Saba,,0,,,,,
2297,mistral-saba-24b,Mistral Saba 24B,,0,,,,,
2298,mistral-small,Mistral Small,,0,,,,,
2299,mistral-small-2503,Mistral Small 3.1,,1,,,,,
2300,mistral-small-3-1-24b-instruct,Mistral: Mistral Small 3.1 24B (free),,0,,,,,
2301,mistral-small-3-1-24b-instruct-2503,Mistral Small 3.1 24b Instruct 2503,,1,,,,1295.0,1269.0
2302,mistral-small-3-2-24b-instruct,Mistral: Mistral Small 3.2 24B,,0,,,,,
2303,mistral-small-3-2-24b-instruct-2506,Mistral Small 3.2 24B Instruct (2506),,0,,,,,
2304,mistral-small-31-24b-instruct,Mistral Small 31 24b Instruct,,0,,,,,
2305,mistral-small-creative,Mistral: Mistral Small Creative,,0,,,,,
2306,mistral-small-latest,Mistral Small (latest),,0,,,,,
2307,mistral-tiny,Mistral Tiny,,0,,,,,
2308,mistral-voxtral-mini-3b-2507,Voxtral Mini 3B 2507,,0,,,,,
2309,mistral-voxtral-small-24b-2507,Voxtral Small 24B 2507,,0,,,,,
2310,mistralai-devstral-2512,mistralai-devstral-2512,,0,,,,,
2311,mistralai-ministral-14b-2512,mistralai-ministral-14b-2512,,0,,,,,
2312,mistralai-ministral-3b-2512,mistralai-ministral-3b-2512,,0,,,,,
2313,mistralai-ministral-8b-2512,mistralai-ministral-8b-2512,,0,,,,,
2314,mistralai-mistral-7b-instruct,mistralai-mistral-7b-instruct,,0,,,,,
2315,mistralai-mistral-7b-instruct-v0-2,mistralai-mistral-7b-instruct-v0-2,,0,,,,,
2316,mistralai-mistral-7b-v0-1,mistralai-mistral-7b-v0-1,,0,,,,,
2317,mistralai-mistral-large,mistralai-mistral-large,,0,,,,,
2318,mistralai-mistral-large-2512,mistralai-mistral-large-2512,,0,,,,,
2319,mistralai-mistral-nemo-instruct-2407,mistralai-mistral-nemo-instruct-2407,,0,,,,,
2320,mistralai-mistral-small-24b-instruct-2501,mistralai-mistral-small-24b-instruct-2501,,0,,,,,
2321,mistralai-mistral-small-3-1-24b-instruct,mistralai-mistral-small-3-1-24b-instruct,,0,,,,,
2322,mistralai-mistral-small-3-2-24b-instruct,mistralai-mistral-small-3-2-24b-instruct,,0,,,,,
2323,mistralai-mistral-small-3-2-24b-instruct-2506,mistralai-mistral-small-3-2-24b-instruct-2506,,0,,,,,
2324,mistralai-mixtral-8x22b-instruct,mistralai-mixtral-8x22b-instruct,,0,,,,,
