rank,model_id,model_name,avg_reasoning_chat_score,benchmark_coverage,livebench_reasoning,livebench_overall,arena_elo
1937,lambda-ai-llama3-1-nemotron-70b-instruct-fp8,lambda-ai-llama3-1-nemotron-70b-instruct-fp8,,0,,,
1938,lambda-ai-llama3-2-11b-vision-instruct,lambda-ai-llama3-2-11b-vision-instruct,,0,,,
1939,lambda-ai-llama3-2-3b-instruct,lambda-ai-llama3-2-3b-instruct,,0,,,
1940,lambda-ai-llama3-3-70b-instruct-fp8,lambda-ai-llama3-3-70b-instruct-fp8,,0,,,
1941,lambda-ai-qwen25-coder-32b-instruct,lambda-ai-qwen25-coder-32b-instruct,,0,,,
1942,lambda-ai-qwen3-32b-fp8,lambda-ai-qwen3-32b-fp8,,0,,,
1943,latitudegames-2-wayfarer-large-70b-llama-3-3,Llama 3.3 70B Wayfarer,,0,,,
1944,lemonade-gemma-3-4b-it-gguf,lemonade-gemma-3-4b-it-gguf,,0,,,
1945,lemonade-gpt-oss-120b-mxfp-gguf,lemonade-gpt-oss-120b-mxfp-gguf,,0,,,
1946,lemonade-gpt-oss-20b-mxfp4-gguf,lemonade-gpt-oss-20b-mxfp4-gguf,,0,,,
1947,lemonade-qwen3-4b-instruct-2507-gguf,lemonade-qwen3-4b-instruct-2507-gguf,,0,,,
1948,lemonade-qwen3-coder-30b-a3b-instruct-gguf,lemonade-qwen3-coder-30b-a3b-instruct-gguf,,0,,,
1949,ling-1t,Ling-1T,,0,,,
1950,linkup-search,linkup-search,,0,,,
1951,linkup-search-deep,linkup-search-deep,,0,,,
1952,liquid-lfm-2-2-6b,LiquidAI: LFM2-2.6B,,0,,,
1953,liquid-lfm-2-24b-a2b,LiquidAI: LFM2-24B-A2B,,0,,,
1954,liquid-lfm-2-5-1-2b-instruct,LiquidAI: LFM2.5-1.2B-Instruct (free),,0,,,
1955,liquid-lfm-2-5-1-2b-thinking,LiquidAI: LFM2.5-1.2B-Thinking (free),,0,,,
1956,liquid-lfm2-8b-a1b,LiquidAI: LFM2-8B-A1B,,1,,,
1957,llama-3-1-8b-instant,Llama 3.1 8B Instant,,0,,,
1958,llama-3-2-11b-vision-instruct,Llama-3.2-11B-Vision-Instruct,,1,,,
1959,llama-3-2-3b,Llama 3.2 3B,,0,,,
1960,llama-3-2-90b-vision-instruct,Llama-3.2-90B-Vision-Instruct,,0,,,
1961,llama-3-3+(3-1v3-3)-70b-hanami-x1,Llama 3.3+ 70B Hanami x1,,0,,,
1962,llama-3-3+(3-1v3-3)-70b-new-dawn-v1-1,Llama 3.3+ 70B New Dawn v1.1,,0,,,
1963,llama-3-3+(3v3-3)-70b-tenyxchat-daybreakstorywriter,Llama 3.3+ 70B TenyxChat DaybreakStorywriter,,0,,,
1964,llama-3-3-70b-anthrobomination,Llama 3.3 70B Anthrobomination,,0,,,
1965,llama-3-3-70b-argunaut-1-sft,Llama 3.3 70B Argunaut 1 SFT,,0,,,
1966,llama-3-3-70b-arliai-rpmax-v1-4,Llama 3.3 70B RPMax v1.4,,0,,,
1967,llama-3-3-70b-arliai-rpmax-v2,Llama 3.3 70B ArliAI RPMax v2,,0,,,
1968,llama-3-3-70b-arliai-rpmax-v3,Llama 3.3 70B ArliAI RPMax v3,,0,,,
1969,llama-3-3-70b-aurora-borealis,Llama 3.3 70B Aurora Borealis,,0,,,
1970,llama-3-3-70b-bigger-body,Llama 3.3 70B Bigger Body,,0,,,
1971,llama-3-3-70b-cirrus-x1,Llama 3.3 70B Cirrus x1,,0,,,
1972,llama-3-3-70b-cu-mai-r1,Llama 3.3 70B Cu Mai R1,,0,,,
1973,llama-3-3-70b-damascus-r1,Damascus R1,,0,,,
1974,llama-3-3-70b-dark-ages-v0-1,Llama 3.3 70B Dark Ages v0.1,,0,,,
1975,llama-3-3-70b-electra-r1,Llama 3.3 70B Electra R1,,0,,,
1976,llama-3-3-70b-electranova-v1-0,Llama 3.3 70B Electranova v1.0,,0,,,
1977,llama-3-3-70b-fallen-r1-v1,Llama 3.3 70B Fallen R1 v1,,0,,,
1978,llama-3-3-70b-fallen-v1,Llama 3.3 70B Fallen v1,,0,,,
1979,llama-3-3-70b-forgotten-abomination-v5-0,Llama 3.3 70B Forgotten Abomination v5.0,,0,,,
1980,llama-3-3-70b-forgotten-safeword-3-6,Llama 3.3 70B Forgotten Safeword 3.6,,0,,,
1981,llama-3-3-70b-geneticlemonade-opus,Llama 3.3 70B GeneticLemonade Opus,,0,,,
1982,llama-3-3-70b-geneticlemonade-unleashed-v3,Llama 3.3 70B GeneticLemonade Unleashed v3,,0,,,
1983,llama-3-3-70b-ignition-v0-1,Llama 3.3 70B Ignition v0.1,,0,,,
1984,llama-3-3-70b-incandescent-malevolence,Llama 3.3 70B Incandescent Malevolence,,0,,,
1985,llama-3-3-70b-legion-v2-1,Llama 3.3 70B Legion V2.1,,0,,,
1986,llama-3-3-70b-magnum-v4-se,Llama 3.3 70B Magnum v4 SE,,0,,,
1987,llama-3-3-70b-magnum-v4-se-cirrus-x1-slerp,Llama 3.3 70B Magnum v4 SE Cirrus x1 SLERP,,0,,,
1988,llama-3-3-70b-mhnnn-x1,Llama 3.3 70B Mhnnn x1,,0,,,
1989,llama-3-3-70b-miraifanfare,Llama 3.3 70b Mirai Fanfare,,0,,,
1990,llama-3-3-70b-mokume-gane-r1,Llama 3.3 70B Mokume Gane R1,,0,,,
1991,llama-3-3-70b-ms-nevoria,Llama 3.3 70B MS Nevoria,,0,,,
1992,llama-3-3-70b-nova,Llama 3.3 70B Nova,,0,,,
1993,llama-3-3-70b-predatorial-extasy,Llama 3.3 70B Predatorial Extasy,,0,,,
1994,llama-3-3-70b-progenitor-v3-3,Llama 3.3 70B Progenitor V3.3,,0,,,
1995,llama-3-3-70b-rawmaw,Llama 3.3 70B RAWMAW,,0,,,
1996,llama-3-3-70b-sapphira-0-1,Llama 3.3 70B Sapphira 0.1,,0,,,
1997,llama-3-3-70b-sapphira-0-2,Llama 3.3 70B Sapphira 0.2,,0,,,
1998,llama-3-3-70b-shakudo,Llama 3.3 70B Shakudo,,0,,,
1999,llama-3-3-70b-strawberrylemonade-v1-0,Llama 3.3 70B StrawberryLemonade v1.0,,0,,,
2000,llama-3-3-70b-strawberrylemonade-v1-2,Llama 3.3 70B StrawberryLemonade v1.2,,0,,,
2001,llama-3-3-70b-the-omega-directive-unslop-v2-0,Llama 3.3 70B Omega Directive Unslop v2.0,,0,,,
2002,llama-3-3-70b-the-omega-directive-unslop-v2-1,Llama 3.3 70B Omega Directive Unslop v2.1,,0,,,
2003,llama-3-3-70b-versatile,Llama 3.3 70B Versatile,,0,,,
2004,llama-3-3-70b-vulpecula-r1,Llama 3.3 70B Vulpecula R1,,0,,,
2005,llama-3-3-8b-instruct,Llama-3.3-8B-Instruct,,0,,,
2006,llama-4-maverick,Meta Llama 4 Maverick 17B 128E,,1,,,
2007,llama-4-scout,Meta Llama 4 Scout 17B 16E,,1,,,
2008,llama-4-scout-17b-16e-instruct-fp8,Llama-4-Scout-17B-16E-Instruct-FP8,,0,,,
2009,llama-guard-3-8b,Llama Guard 3 8B,,0,,,
2010,llama-guard-4,Meta Llama Guard 4 12B,,0,,,
2011,llama-prompt-guard-2-22m,Meta Llama Prompt Guard 2 22M,,0,,,
2012,llama-prompt-guard-2-86m,Meta Llama Prompt Guard 2 86M,,0,,,
2013,llama3-1-8b,Llama 3.1 8B,,0,,,
2014,llama3-70b-8192,Llama 3 70B,,0,,,
2015,llama3-8b-8192,Llama 3 8B,,0,,,
2016,llamagate-codellama-7b,llamagate-codellama-7b,,0,,,
2017,llamagate-deepseek-coder-6-7b,llamagate-deepseek-coder-6-7b,,0,,,
2018,llamagate-deepseek-r1-7b-qwen,llamagate-deepseek-r1-7b-qwen,,0,,,
2019,llamagate-deepseek-r1-8b,llamagate-deepseek-r1-8b,,0,,,
2020,llamagate-dolphin3-8b,llamagate-dolphin3-8b,,0,,,
2021,llamagate-gemma3-4b,llamagate-gemma3-4b,,0,,,
2022,llamagate-llama-3-1-8b,llamagate-llama-3-1-8b,,0,,,
2023,llamagate-llama-3-2-3b,llamagate-llama-3-2-3b,,0,,,
2024,llamagate-llava-7b,llamagate-llava-7b,,0,,,
2025,llamagate-mistral-7b-v0-3,llamagate-mistral-7b-v0-3,,0,,,
2026,llamagate-nomic-embed-text,llamagate-nomic-embed-text,,0,,,
2027,llamagate-openthinker-7b,llamagate-openthinker-7b,,0,,,
2028,llamagate-qwen2-5-coder-7b,llamagate-qwen2-5-coder-7b,,0,,,
2029,llamagate-qwen3-8b,llamagate-qwen3-8b,,0,,,
2030,llamagate-qwen3-embedding-8b,llamagate-qwen3-embedding-8b,,0,,,
2031,llamagate-qwen3-vl-8b,llamagate-qwen3-vl-8b,,0,,,
2032,llm360-2-k2-think,K2-Think,,0,,,
2033,low-1024-x-1024-gpt-image-1,low-1024-x-1024-gpt-image-1,,0,,,
2034,low-1024-x-1024-gpt-image-1-5,low-1024-x-1024-gpt-image-1-5,,0,,,
2035,low-1024-x-1024-gpt-image-1-5-2025-12-16,low-1024-x-1024-gpt-image-1-5-2025-12-16,,0,,,
2036,low-1024-x-1024-gpt-image-1-mini,low-1024-x-1024-gpt-image-1-mini,,0,,,
2037,low-1024-x-1536-gpt-image-1,low-1024-x-1536-gpt-image-1,,0,,,
2038,low-1024-x-1536-gpt-image-1-5,low-1024-x-1536-gpt-image-1-5,,0,,,
2039,low-1024-x-1536-gpt-image-1-5-2025-12-16,low-1024-x-1536-gpt-image-1-5-2025-12-16,,0,,,
2040,low-1024-x-1536-gpt-image-1-mini,low-1024-x-1536-gpt-image-1-mini,,0,,,
2041,low-1536-x-1024-gpt-image-1,low-1536-x-1024-gpt-image-1,,0,,,
2042,low-1536-x-1024-gpt-image-1-5,low-1536-x-1024-gpt-image-1-5,,0,,,
2043,low-1536-x-1024-gpt-image-1-5-2025-12-16,low-1536-x-1024-gpt-image-1-5-2025-12-16,,0,,,
2044,low-1536-x-1024-gpt-image-1-mini,low-1536-x-1024-gpt-image-1-mini,,0,,,
2045,lucidnova-rf1-100b,LucidNova RF1 100B,,0,,,
2046,lucidquery-nexus-coder,LucidQuery Nexus Coder,,0,,,
2047,lumalabs-ray2,Ray2,,0,,,
2048,luminous-base,luminous-base,,0,,,
2049,luminous-base-control,luminous-base-control,,0,,,
2050,luminous-extended,luminous-extended,,0,,,
2051,luminous-extended-control,luminous-extended-control,,0,,,
2052,luminous-supreme,luminous-supreme,,0,,,
2053,luminous-supreme-control,luminous-supreme-control,,0,,,
2054,lyria,Lyria,,0,,,
2055,magistral-medium-latest,Magistral Medium (latest),,0,,,
2056,magistral-small,Magistral Small,,0,,,
2057,magistral-small-2506,Magistral Small 2506,,0,,,
2058,mai-ds-r1,MAI-DS-R1,,0,,,
2059,mancer-weaver,Mancer: Weaver (alpha),,0,,,
2060,marinaraspaghetti-2-nemomix-unleashed-12b,NemoMix 12B Unleashed,,0,,,
2061,max-x-max-50-steps-stability-stable-diffusion-xl-v0,max-x-max-50-steps-stability-stable-diffusion-xl-v0,,0,,,
2062,max-x-max-max-steps-stability-stable-diffusion-xl-v0,max-x-max-max-steps-stability-stable-diffusion-xl-v0,,0,,,
2063,medium-1024-x-1024-gpt-image-1,medium-1024-x-1024-gpt-image-1,,0,,,
2064,medium-1024-x-1024-gpt-image-1-5,medium-1024-x-1024-gpt-image-1-5,,0,,,
2065,medium-1024-x-1024-gpt-image-1-5-2025-12-16,medium-1024-x-1024-gpt-image-1-5-2025-12-16,,0,,,
2066,medium-1024-x-1024-gpt-image-1-mini,medium-1024-x-1024-gpt-image-1-mini,,0,,,
2067,medium-1024-x-1536-gpt-image-1,medium-1024-x-1536-gpt-image-1,,0,,,
2068,medium-1024-x-1536-gpt-image-1-5,medium-1024-x-1536-gpt-image-1-5,,0,,,
2069,medium-1024-x-1536-gpt-image-1-5-2025-12-16,medium-1024-x-1536-gpt-image-1-5-2025-12-16,,0,,,
2070,medium-1024-x-1536-gpt-image-1-mini,medium-1024-x-1536-gpt-image-1-mini,,0,,,
2071,medium-1536-x-1024-gpt-image-1,medium-1536-x-1024-gpt-image-1,,0,,,
2072,medium-1536-x-1024-gpt-image-1-5,medium-1536-x-1024-gpt-image-1-5,,0,,,
2073,medium-1536-x-1024-gpt-image-1-5-2025-12-16,medium-1536-x-1024-gpt-image-1-5-2025-12-16,,0,,,
2074,medium-1536-x-1024-gpt-image-1-mini,medium-1536-x-1024-gpt-image-1-mini,,0,,,
2075,medlm-large,medlm-large,,0,,,
2076,medlm-medium,medlm-medium,,0,,,
2077,meganova-ai-manta-flash-1-0,Manta Flash 1.0,,0,,,
2078,meganova-ai-manta-mini-1-0,Manta Mini 1.0,,0,,,
2079,meganova-ai-manta-pro-1-0,Manta Pro 1.0,,0,,,
2080,meituan-longcat-flash-chat,Meituan: LongCat Flash Chat,,0,,,
2081,meituan-longcat-flash-lite,Meituan/Longcat-Flash-Lite,,0,,,
2082,meituan-longcat-flash-thinking,LongCat Flash Thinking,,0,,,
2083,mercury,Mercury,,0,,,
2084,mercury-2,Mercury 2,,0,,,
2085,mercury-coder,Mercury Coder,,0,,,
2086,mercury-coder-small,Mercury Coder Small,,0,,,
2087,mercury-edit,Mercury Edit,,0,,,
2088,meta-codellama-70b,Codellama 70b,,0,,,
2089,meta-llama-2-13b,meta-llama-2-13b,,0,,,
2090,meta-llama-2-13b-chat,meta-llama-2-13b-chat,,0,,,
2091,meta-llama-2-70b,meta-llama-2-70b,,0,,,
2092,meta-llama-2-70b-chat,meta-llama-2-70b-chat,,0,,,
2093,meta-llama-2-7b,meta-llama-2-7b,,0,,,
2094,meta-llama-2-7b-chat,meta-llama-2-7b-chat,,0,,,
2095,meta-llama-3-1-405b-instruct,Llama 3.1 405b Instruct,,0,,,
2096,meta-llama-3-1-70b,Llama 3.1 70B Instruct,,1,,,
2097,meta-llama-3-1-70b-instruct,Llama 3.1 70b Instruct,,0,,,
2098,meta-llama-3-1-8b,Llama 3.1 8B Instruct,,0,,,
2099,meta-llama-3-1-8b-instruct,Llama 3.1 8B Instruct,,0,,,
2100,meta-llama-3-1-8b-instruct-fp8,Llama 3.1 8B (decentralized),,0,,,
2101,meta-llama-3-2-11b,Llama 3.2 11B Vision Instruct,,0,,,
2102,meta-llama-3-2-11b-vision-instruct,Llama 3.2 11b Vision Instruct,,0,,,
2103,meta-llama-3-2-1b,Llama 3.2 1B Instruct,,0,,,
2104,meta-llama-3-2-1b-instruct,Llama 3.2 1b Instruct,,0,,,
2105,meta-llama-3-2-3b,Llama 3.2 3B Instruct,,0,,,
2106,meta-llama-3-2-3b-instruct,Llama 3.2 3B Instruct,,0,,,
2107,meta-llama-3-2-90b,Llama 3.2 90B Vision Instruct,,0,,,
2108,meta-llama-3-2-90b-vision-instruct,Llama-3.2-90B-Vision-Instruct,,0,,,
2109,meta-llama-3-3-70b,Llama-3.3-70B-Instruct,,0,,,
2110,meta-llama-3-3-70b-instruct,Llama 3.3 70b Instruct,,0,,,
2111,meta-llama-3-3-70b-instruct-maas,Llama 3.3 70B Instruct,,0,,,
2112,meta-llama-3-70b,meta-llama-3-70b,,0,,,
2113,meta-llama-3-70b-instruct,Meta-Llama-3-70B-Instruct,,1,,,
2114,meta-llama-3-8b,meta-llama-3-8b,,0,,,
2115,meta-llama-3-8b-instruct,Meta-Llama-3-8B-Instruct,,1,,,
2116,meta-llama-4-maverick,Llama-4-Maverick-17B-128E-Instruct-FP8,,0,,,
2117,meta-llama-4-maverick-17b-128e-instruct,Llama 4 Maverick 17b 128e Instruct,,0,,,
2118,meta-llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick 17B 128E Instruct FP8,,0,,,
2119,meta-llama-4-maverick-17b-128e-instruct-maas,Llama 4 Maverick 17B 128E Instruct,,0,,,
2120,meta-llama-4-scout,Llama-4-Scout-17B-16E-Instruct-FP8,,0,,,
2121,meta-llama-4-scout-17b-16e-instruct,Llama 4 Scout 17b 16e Instruct,,0,,,
2122,meta-llama-llama-3-1-405b,Meta: Llama 3.1 405B (base),,0,,,
2123,meta-llama-llama-3-1-405b-instruct,Meta: Llama 3.1 405B Instruct,,0,,,
2124,meta-llama-llama-3-1-70b-instruct,Meta: Llama 3.1 70B Instruct,,0,,,
2125,meta-llama-llama-3-1-8b-instruct,Meta: Llama 3.1 8B Instruct,,0,,,
2126,meta-llama-llama-3-2-11b-vision-instruct,Meta: Llama 3.2 11B Vision Instruct,,0,,,
2127,meta-llama-llama-3-2-1b-instruct,Meta: Llama 3.2 1B Instruct,,0,,,
2128,meta-llama-llama-3-2-3b-instruct,Meta: Llama 3.2 3B Instruct (free),,0,,,
2129,meta-llama-llama-3-2-90b-vision-instruct,Llama 3.2 90B Vision Instruct,,0,,,
2130,meta-llama-llama-3-3-70b-instruct,Meta: Llama 3.3 70B Instruct (free),,0,,,
2131,meta-llama-llama-3-3-70b-instruct-fast,Llama-3.3-70B-Instruct (Fast),,0,,,
2132,meta-llama-llama-3-3-70b-instruct-turbo,Llama 3.3 70B,,0,,,
2133,meta-llama-llama-3-3-8b-instruct,meta-llama-llama-3-3-8b-instruct,,0,,,
2134,meta-llama-llama-3-70b-instruct,Meta: Llama 3 70B Instruct,,0,,,
2135,meta-llama-llama-3-8b-instruct,Meta: Llama 3 8B Instruct,,0,,,
2136,meta-llama-llama-4-maverick,Meta: Llama 4 Maverick,,0,,,
2137,meta-llama-llama-4-maverick-17b-128e-instruct,Llama 4 Maverick 17B,,0,,,
2138,meta-llama-llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick 17B 128E Instruct,,0,,,
2139,meta-llama-llama-4-scout,Meta: Llama 4 Scout,,0,,,
2140,meta-llama-llama-4-scout-17b-16e-instruct,Llama 4 Scout Instruct,,1,,,
2141,meta-llama-llama-4-scout-17b-16e-instruct-fp8,meta-llama-llama-4-scout-17b-16e-instruct-fp8,,0,,,
2142,meta-llama-llama-guard-3-8b,Llama Guard 3 8B,,0,,,
2143,meta-llama-llama-guard-4-12b,Meta: Llama Guard 4 12B,,0,,,
2144,meta-llama-meta-llama-3-1-70b-instruct,meta-llama-meta-llama-3-1-70b-instruct,,0,,,
2145,meta-llama-meta-llama-3-1-70b-instruct-turbo,meta-llama-meta-llama-3-1-70b-instruct-turbo,,0,,,
2146,meta-llama-meta-llama-3-1-8b-instruct,Meta-Llama-3.1-8B-Instruct,,0,,,
2147,meta-llama-meta-llama-3-1-8b-instruct-fast,Meta-Llama-3.1-8B-Instruct (Fast),,0,,,
2148,meta-llama-meta-llama-3-1-8b-instruct-turbo,meta-llama-meta-llama-3-1-8b-instruct-turbo,,0,,,
2149,meta-llama-meta-llama-3-8b-instruct,meta-llama-meta-llama-3-8b-instruct,,0,,,
2150,meta-llama2-13b-chat-v1,meta-llama2-13b-chat-v1,,0,,,
2151,meta-llama2-70b-chat-v1,meta-llama2-70b-chat-v1,,0,,,
2152,meta-llama3-1-405b-instruct-v1,meta-llama3-1-405b-instruct-v1,,0,,,
2153,meta-llama3-1-70b-instruct-v1,Llama 3.1 70B Instruct,,0,,,
2154,meta-llama3-1-8b-instruct-v1,Llama 3.1 8B Instruct,,0,,,
2155,meta-llama3-2-1b-instruct-v1,Llama 3.2 1B Instruct,,0,,,
2156,meta-llama3-2-3b-instruct-v1,Llama 3.2 3B Instruct,,0,,,
2157,meta-llama3-2-90b-instruct-v1,Llama 3.2 90B Instruct,,0,,,
2158,meta-llama3-3-70b-instruct-v1,Llama 3.3 70B Instruct,,0,,,
2159,meta-llama3-70b-instruct,Llama3 70b Instruct,,0,,,
2160,meta-llama3-8b-instruct-v1,Llama 3 8B Instruct,,0,,,
2161,meta-llama4-maverick-17b-instruct-v1,Llama 4 Maverick 17B Instruct,,1,,,
2162,meta-llama4-scout-17b-instruct-v1,Llama 4 Scout 17B Instruct,,0,,,
2163,meta-meta-llama-3-1-405b-instruct,Meta-Llama-3.1-405B-Instruct,,0,,,
2164,meta-meta-llama-3-1-70b-instruct,Meta-Llama-3.1-70B-Instruct,,0,,,
2165,meta-meta-llama-3-1-8b-instruct,Meta-Llama-3.1-8B-Instruct,,0,,,
2166,meta-meta-llama-3-70b-instruct,Meta-Llama-3-70B-Instruct,,0,,,
2167,meta-meta-llama-3-8b-instruct,Meta-Llama-3-8B-Instruct,,0,,,
2168,microsoft-mai-ds-r1,MAI DS R1 (free),,0,,,
2169,microsoft-mai-ds-r1-fp8,Microsoft DeepSeek R1,,0,,,
2170,microsoft-phi-3-5-mini-instruct,Phi-3.5-mini instruct (128k),,0,,,
2171,microsoft-phi-3-5-moe-instruct,Phi 3.5 Moe Instruct,,0,,,
2172,microsoft-phi-3-5-vision-instruct,Phi 3.5 Vision Instruct,,0,,,
2173,microsoft-phi-3-medium-128k-instruct,Phi 3 Medium 128k Instruct,,0,,,
2174,microsoft-phi-3-medium-4k-instruct,Phi 3 Medium 4k Instruct,,0,,,
2175,microsoft-phi-3-mini-128k-instruct,Phi-3-mini instruct (128k),,0,,,
2176,microsoft-phi-3-mini-4k-instruct,Phi-3-mini instruct (4k),,0,,,
2177,microsoft-phi-3-small-128k-instruct,Phi 3 Small 128k Instruct,,0,,,
2178,microsoft-phi-3-small-8k-instruct,Phi 3 Small 8k Instruct,,0,,,
2179,microsoft-phi-3-vision-128k-instruct,Phi 3 Vision 128k Instruct,,0,,,
2180,microsoft-phi-4,Microsoft: Phi 4,,0,,,
2181,microsoft-phi-4-mini-instruct,Phi-4-Mini,,0,,,
2182,microsoft-phi-4-mini-reasoning,Phi-4-mini-reasoning,,0,,,
2183,microsoft-phi-4-multimodal-instruct,Phi-4 15B,,0,,,
2184,microsoft-phi-4-reasoning,Phi-4-Reasoning,,0,,,
2185,microsoft-wizardlm-2-8x22b,WizardLM-2 8x22B,,0,,,
2186,mimo-v2-flash-free,MiMo V2 Flash Free,,0,,,
2187,minimax-m2,minimax-m2,,2,,,
2188,minimax-m2-1-free,MiniMax M2.1 Free,,0,,,
2189,minimax-m2-5-free,MiniMax M2.5 Free,,0,,,
2190,minimax-m2-5-highspeed,MiniMax-M2.5-highspeed,,0,,,
2191,minimax-m21,MiniMax M2.1,,0,,,
2192,minimax-m25,MiniMax M2.5,,0,,,
2193,minimax-minimax-01,MiniMax: MiniMax-01,,0,,,
2194,minimax-minimax-m1,MiniMax: MiniMax M1,,0,,,
2195,minimax-minimax-m2,MiniMax: MiniMax M2,,0,,,
2196,minimax-minimax-m2-1,MiniMax: MiniMax M2.1,,0,,,
2197,minimax-minimax-m2-1-lightning,MiniMax M2.1 Lightning,,0,,,
2198,minimax-minimax-m2-5,MiniMax: MiniMax M2.5,,0,,,
2199,minimax-minimax-m2-5-highspeed,Minimax/Minimax-M2.5 Highspeed,,0,,,
2200,minimax-minimax-m2-5-lightning,MiniMax M2.5 highspeed,,0,,,
2201,minimax-minimax-m2-her,MiniMax: MiniMax M2-her,,0,,,
2202,minimax-speech-02-hd,minimax-speech-02-hd,,0,,,
2203,minimax-speech-02-turbo,minimax-speech-02-turbo,,0,,,
2204,minimax-speech-2-6-hd,minimax-speech-2-6-hd,,0,,,
2205,minimax-speech-2-6-turbo,minimax-speech-2-6-turbo,,0,,,
2206,minimaxai-2-minimax-m1-80k,MiniMax M1 80K,,0,,,
2207,minimaxai-chat-completion-models-minimax-m2-5-high-throughput,MiniMax-M2.5 High Throughput,,0,,,
2208,minimaxai-minimax-m1-80k,MiniMax M1,,0,,,
2209,minimaxai-minimax-m2,MiniMax M2,,0,,,
2210,minimaxai-minimax-m2-1,MiniMax-M2.1,,0,,,
2211,minimaxai-minimax-m2-1-tee,MiniMax M2.1 TEE,,0,,,
2212,minimaxai-minimax-m2-5,MiniMax-M2.5,,0,,,
2213,minimaxai-minimax-m2-5-tee,MiniMax M2.5 TEE,,0,,,
2214,ministral-14b-2512,Mistral: Ministral 3 14B 2512,,1,,,
2215,ministral-14b-instruct-2512,Ministral 3 14B Instruct 2512,,0,,,
2216,ministral-3,ministral-3:8b,,0,,,
2217,ministral-3b,Ministral 3B,,0,,,
2218,ministral-3b-2512,Mistral: Ministral 3 3B 2512,,1,,,
2219,ministral-3b-latest,Ministral 3B (latest),,0,,,
2220,ministral-8b-latest,Ministral 8B (latest),,0,,,
2221,miromind-ai-mirothinker-v1-5-235b,MiroThinker v1.5 235B,,0,,,
2222,mistral-31-24b,Venice Medium,,0,,,
2223,mistral-ai-codestral-2501,Codestral 25.01,,0,,,
2224,mistral-ai-ministral-3b,Ministral 3B,,0,,,
2225,mistral-ai-mistral-large-2411,Mistral Large 24.11,,0,,,
2226,mistral-ai-mistral-medium-2505,Mistral Medium 3 (25.05),,0,,,
2227,mistral-ai-mistral-nemo,Mistral Nemo,,0,,,
2228,mistral-ai-mistral-small-2503,Mistral Small 3.1,,0,,,
2229,mistral-codestral,Codestral (latest),,0,,,
2230,mistral-codestral-2405,mistral-codestral-2405,,0,,,
2231,mistral-codestral-2508,mistral-codestral-2508,,0,,,
2232,mistral-codestral-embed,Codestral Embed,,0,,,
2233,mistral-codestral-embed-2505,mistral-codestral-embed-2505,,0,,,
2234,mistral-codestral-latest,mistral-codestral-latest,,0,,,
2235,mistral-codestral-mamba-latest,mistral-codestral-mamba-latest,,0,,,
2236,mistral-devstral-2,Devstral 2,,0,,,
2237,mistral-devstral-2-123b,Devstral 2 135B,,0,,,
2238,mistral-devstral-2512,mistral-devstral-2512,,0,,,
2239,mistral-devstral-latest,mistral-devstral-latest,,0,,,
2240,mistral-devstral-medium-2507,mistral-devstral-medium-2507,,0,,,
2241,mistral-devstral-medium-latest,mistral-devstral-medium-latest,,0,,,
2242,mistral-devstral-small,Devstral Small 1.1,,1,,,
2243,mistral-devstral-small-2,Devstral Small 2,,0,,,
2244,mistral-devstral-small-2505,mistral-devstral-small-2505,,0,,,
2245,mistral-devstral-small-2507,mistral-devstral-small-2507,,0,,,
2246,mistral-devstral-small-latest,mistral-devstral-small-latest,,0,,,
2247,mistral-embed,Mistral Embed,,0,,,
2248,mistral-labs-devstral-small-2512,mistral-labs-devstral-small-2512,,0,,,
2249,mistral-large-2-instruct,Mistral Large 2 Instruct,,0,,,
2250,mistral-large-2512,Mistral: Mistral Large 3 2512,,0,,,
2251,mistral-large-3-675b-instruct-2512,Mistral Large 3 675B Instruct 2512,,0,,,
2252,mistral-large-instruct-2411,Mistral Large Instruct 2411,,0,,,
2253,mistral-large-latest,Mistral Large (latest),,0,,,
2254,mistral-magistral-medium,Magistral Medium (latest),,0,,,
2255,mistral-magistral-medium-1-2-2509,mistral-magistral-medium-1-2-2509,,0,,,
2256,mistral-magistral-medium-2506,mistral-magistral-medium-2506,,0,,,
2257,mistral-magistral-medium-2509,mistral-magistral-medium-2509,,0,,,
2258,mistral-magistral-medium-latest,mistral-magistral-medium-latest,,0,,,
2259,mistral-magistral-small,Magistral Small,,0,,,
2260,mistral-magistral-small-1-2-2509,mistral-magistral-small-1-2-2509,,0,,,
2261,mistral-magistral-small-2506,mistral-magistral-small-2506,,0,,,
2262,mistral-magistral-small-2509,mistral-magistral-small-2509,,0,,,
2263,mistral-magistral-small-latest,mistral-magistral-small-latest,,0,,,
2264,mistral-medium-2508,Mistral Medium 3.1,,0,,,
2265,mistral-medium-latest,Mistral Medium (latest),,0,,,
2266,mistral-ministral-14b,Ministral 14B,,0,,,
2267,mistral-ministral-3-14b-2512,mistral-ministral-3-14b-2512,,0,,,
2268,mistral-ministral-3-14b-instruct,Ministral 14B 3.0,,0,,,
2269,mistral-ministral-3-3b-2512,mistral-ministral-3-3b-2512,,0,,,
2270,mistral-ministral-3-3b-instruct,mistral-ministral-3-3b-instruct,,0,,,
2271,mistral-ministral-3-8b-2512,mistral-ministral-3-8b-2512,,0,,,
